,created_at,res,full_text,screen_name,followers_count,friends_count,retweet_count,favorite_count,Hashtag
1845,Sun Mar 21 16:39:43 +0000 2021,1,Worst ending possible - what on earth is this #FalconAndTheWinterSoldier https://t.co/Bn4C5z3HPq,smallinski,121,225,0,0,FalconAndTheWinterSoldier.
5,Tue Mar 23 15:41:40 +0000 2021,1,"RT @TheDeshBhakt: From his thoughts on region, press, violence - to his relationship with Nehru &amp; Gandhi. (Was there a mercy petition to th…",KRISHANMOHANKR6,487,1265,355,0,MartyrsDay
727,Tue Mar 23 16:49:52 +0000 2021,1,"Dedicated to the #Martyrdom of the martyrs #MartyrsDay #23March at #TikriBorder.
#BhagatSingh,#Sukhdev,#Rajguru
#FarmersProtest
#InquilabZindabad
#MartyrsDay
#शहीद_दिवस
#हर_किसान_Bhagat_Singh
#23March_किसानों_के_साथ
https://t.co/voZ7ybD3pN",kanav_bawa,65,331,0,0,MartyrsDay
577,Fri Mar 26 05:50:23 +0000 2021,1,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",hks_23,394,316,4882,0,GNCTDBill
2068,Wed Mar 31 07:28:22 +0000 2021,1,RT @rishidarda: #Instagram is most likely to share your personal information with 3rd parties for advertising purposes. The app shares data…,SenRahul242,12,42,10,0,instagramdown  .
900,Sat Mar 20 01:49:01 +0000 2021,1,"RT @Raniwara8677: #रीट_परीक्षा_आगे_करो
Reet exam July kro
@ashokgehlot51
@GovindDotasra
@UtkarshClasses
@Raniwara8677
@TheUpenYadav @1stInd…",Poonam82438994,20,7,70,0,modirozgardo
840,Tue Mar 23 19:27:58 +0000 2021,1,"RT @yadavmaheshbm: Tributes to the bold, fearless, and revolutionary freedom fighters Bhagat Singh, Sukhdev, Rajguru on Shaheed Diwas 🇮🇳.
T…",Peacock_123456,2785,2528,14,0,MartyrsDay
1360,Fri Mar 26 01:37:09 +0000 2021,1,"RT @ndtv: Watch | With the #GNCTDBill passed in parliament, all powers now rest with the Lieutenant Governor. BJP says it will streamline g…",MannilAshok,16,39,62,0,GNCTDBill
1454,Sun Mar 21 11:26:57 +0000 2021,1,"Yes totally agree addiction of anything is not good, Health is precious SAVE IT youths are future of our country💪 @AllOrNoneLawT #SavetheYouthBanFauG",AllOrNoneLawT,16,53,1,1,SavetheYouthBanFauG.
136,Tue Mar 23 15:48:57 +0000 2021,1,"RT @riya__rathore: #MartyrsDay
It’s ok to cry it’s not just a movie

The movie- https://t.co/cNwNOvCf8I",Kush_official_,9540,5332,0,20,MartyrsDay
1527,Sun Mar 21 15:46:20 +0000 2021,1,"RT @MensDayOutIndia: ""We had sought medical opinion &amp; primary observation revealed that the injury which she had on her nose is not the kin…",SinghSweetez,202,167,0,0,Zomato.
1385,Thu Apr 01 17:24:52 +0000 2021,1,"RT @vishaaltkd: #GodzillaVsKong 
Spoiler without context (tamil) https://t.co/CcuYdbHd9F",kvyshaabelxo,193,127,76,76,godzillavskong  .
2206,Thu Mar 25 18:14:54 +0000 2021,1,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",AKalkhnday,0,2,4885,0,GNCTDBill
1071,Tue Mar 23 18:10:33 +0000 2021,1,"RT @JSPVeeraMahila: ""Bhagat Singh willed to die for the Nation.""

- Inspirational words by @JanaSenaParty Chief Sri. @PawanKalyan 

#शहीद_…",shashireddy54,76,3565,159,0,MartyrsDay
552,Sun Mar 21 11:44:54 +0000 2021,1,"RT @BorisJohnson_MP: At Eton I used to play rugger
At Oxford I learned how to punt
Some say I'm a bit of a bugger
But most people think I'm…",ArwynPalmer,212,680,51,0,WorldPoetryDay
2716,Thu Mar 25 17:03:48 +0000 2021,1,"RT @dhruv_rathee: Rajya Sabha passes the #GNCTDBill 

One single person, who did not stand for any elections, is now technically the govern…",mrzaidig,10,52,6862,0,GNCTDBill
779,Thu Apr 01 17:31:41 +0000 2021,1,"RT @Caffeyk19: #GodzillaVsKong 
Kong: *literally just wants to go home*
Godzilla: https://t.co/L1vim5g6XB",itsz_carloz,375,146,138,138,godzillavskong  .
817,Fri Mar 26 04:31:16 +0000 2021,0,"RT @MANJULtoons: #GNCTDBill
My #cartoon for @firstpost
Telegram: https://t.co/0zuidcPdqY https://t.co/AAD6fyoaaR",PankajS09547451,129,143,170,0,GNCTDBill
947,Tue Mar 23 16:47:47 +0000 2021,0,"RT @saahilmenghani: Numbers shoot up at #FarmersProtest sites as young farmers arrive from villages on #MartyrsDay, #शहीद_दिवस.
SINGHU…",dinipc,691,714,592,0,MartyrsDay
1839,Thu Mar 25 19:34:50 +0000 2021,1,"RT @dhruv_rathee: Rajya Sabha passes the #GNCTDBill 

One single person, who did not stand for any elections, is now technically the govern…",gurjota,129,157,6861,0,GNCTDBill
594,Sun Mar 21 12:00:26 +0000 2021,1,Our second #WorldPoetryDay poem is If by Rudyard Kipling https://t.co/znJSaDlWqI,Royal_Russell,1868,62,0,0,WorldPoetryDay
1477,Sun Mar 21 11:35:29 +0000 2021,1,RT @shaksi_Raj: Never trust those who try to profit in the name of patriotism. Don't let vultures like ncoregames cash in the addiction tha…,TanujaKotappa1,86,130,5,0,SavetheYouthBanFauG.
230,Sun Mar 21 12:00:33 +0000 2021,1,For #WorldPoetryDay we are sharing a collection of poems written by prisoners incarcerated in the Theresienstadt Ghetto from 1942-1945. In 1957 Dr H.G Adler collected the poems at the Deggendorf camp for displaced persons after #WWII. #TestifyingToTheTruth https://t.co/VdJEgc6J7L https://t.co/b1n2LCsf33,wienerlibrary,17428,2991,1,0,WorldPoetryDay
304,Sun Mar 21 02:06:32 +0000 2021,1,"RT @MAHI281992: After seeing the Josh of my fellow bankers friends .. 
#StopPrivatization 
#StopPrivatisationofBanks 
#modi_rojgar_do https…",KajalBerojgar2,12,7,13,0,modirozgardo
1758,Thu Mar 25 20:07:19 +0000 2021,1,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",KINGMWA1,4,180,4882,0,GNCTDBill
1041,Tue Mar 23 16:55:29 +0000 2021,0,"RT @saahilmenghani: #MartyrsDay, #शहीद_दिवस at Singhu Border's #FarmersProtest site.

""Want to tell the government that we are children of…",Komal42834590,42,125,158,0,MartyrsDay
1010,Tue Mar 23 18:51:12 +0000 2021,0,"RT @saahilmenghani: Numbers shoot up at #FarmersProtest sites as young farmers arrive from villages on #MartyrsDay, #शहीद_दिवस.

  SINGHU…",AhmadRa36525270,22,145,625,0,MartyrsDay
1832,Sun Mar 21 14:53:54 +0000 2021,1,"RT @IamMogie: #VaathiComing has crossed 100 MILLION views!💥🔥 

#VaathiComing100MViews https://t.co/MNNYwsfNCN",sathyavj360,2043,792,19,19,VaathiComing100MViews.
1850,Thu Mar 25 19:31:51 +0000 2021,1,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",HaroonS49967338,57,146,4882,0,GNCTDBill
1479,Sun Mar 21 11:42:56 +0000 2021,1,"RT @VijayFansTrends: #VaathiComing100MViews trending at top of India Trends with more than 100K tweets 👊 

#Master @actorvijay",Kalai_vr_46,101,264,590,0,VaathiComing100MViews.
1938,Thu Mar 25 19:05:47 +0000 2021,1,"RT @SanjayG1986: #BJPScaredOfKejriwal
👉 Modi brought #GNCTDBill to Curtail Powers of Kejriwal Govt 
👉 BJP runs to LG to stop Doorstep Deliv…",ChiragS35614747,3,93,17,0,GNCTDBill
1870,Wed Mar 31 07:35:01 +0000 2021,1,"Don't look down at sf9 as kingdom participants like that, they have South Korea's sweet heart 😔 #instagramdown https://t.co/5jENiaTFCf",actinggeniuskrw,2637,2288,1,1,instagramdown  .
2094,Thu Mar 25 18:32:59 +0000 2021,1,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",ShaibaNazz0786,6534,856,4885,0,GNCTDBill
463,Tue Mar 23 17:29:05 +0000 2021,1,"RT @JSPVeeraMahila: ""Bhagat Singh willed to die for the Nation.""

- Inspirational words by @JanaSenaParty Chief Sri. @PawanKalyan 

#शहीद_…",stopcovid84,61,116,155,0,MartyrsDay
450,Sat Mar 20 14:08:07 +0000 2021,1,"RT @Rishikumar00: OUR GOVERNMENT DESTROY YOUTHS LIFE
#बीजेपी_हिसाब_दो
#modi_rojgar_दो 
#modi_rojgar_do https://t.co/hpxfMzBGX7",harshal_satam,44,18,11,0,modirozgardo
1452,Fri Apr 02 03:52:35 +0000 2021,1,RT @GodzillaVsKong: Join the fight and play #GodzillaVsKong on @Roblox Islands! 💥 Now in theaters and streaming exclusively on @HBOMax*. Ge…,erunjamsruez,338,728,135,135,godzillavskong  .
1269,Sun Mar 21 12:07:28 +0000 2021,1,"RT @Prezzybox: It's World Poetry Day! 📕

We're giving one person the chance to win a Personalised Easter Toblerone Bar.🐣

To enter just tel…",honeybeepetal,1992,5001,11,0,WorldPoetryDay
1630,Sun Mar 21 12:00:24 +0000 2021,1,"Happy #WorldPoetryDay! We know, we should probably leave the poetry to the poets next time! Does anyone have any poems about their pets?📚 https://t.co/sViA8O8uz6",WebboxPetFood,12481,1232,0,0,WorldPoetryDay
2584,Thu Mar 25 17:21:43 +0000 2021,1,"RT @dhruv_rathee: Rajya Sabha passes the #GNCTDBill 

One single person, who did not stand for any elections, is now technically the govern…",Akash24739151,34,122,6862,0,GNCTDBill
365,Fri Apr 02 04:03:56 +0000 2021,1,RT @SpotOnEntertai1: Kong showing his concern for Godzilla's diet since 1962... #Godzilla #Kong #GodzillaVsKong https://t.co/5k92lCMCZQ,blurboi,42114,37134,146,146,godzillavskong  .
449,Fri Mar 26 06:41:33 +0000 2021,1,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",RisviKani,1,6,4882,0,GNCTDBill
1211,Wed Mar 31 07:15:00 +0000 2021,1,"Do you know that #VitaminD is not actually a vitamin, but a prohormone, which means that it is converted into a hormone by our body.  Be it #RishabhPant or others in #IPL2021 , we all need it either with #instagramdown or not. https://t.co/tyC82P5PcB",HealthSaarthi,460,135,0,0,instagramdown  .
26,Tue Mar 23 15:36:00 +0000 2021,1,"RT @urstrulyMGFC: Tribute to the great Indian freedom fighters &amp; revolutionaries #BhagatSingh, Sukhdev &amp; Rajguru on #ShaheedDiwas. Their se…",_CultMB,918,1686,73,0,MartyrsDay
936,Fri Mar 19 20:12:47 +0000 2021,1,"RT @Deepak_ch_9412: @myogiadityanath After whatching this trend...

#4_साल_यूपी_बेहाल 
#modi_rojgar_do 
#modi_jawab_do 
@myogiadityanath 
@…",poojaka30704523,408,623,4,0,modirozgardo
2784,Thu Mar 25 16:54:39 +0000 2021,1,"RT @dhruv_rathee: Rajya Sabha passes the #GNCTDBill 

One single person, who did not stand for any elections, is now technically the govern…",23bharathjain1,0,91,6862,0,GNCTDBill
1401,Fri Mar 26 01:16:39 +0000 2021,1,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",godafterhim,224,211,4882,0,GNCTDBill
2596,Thu Mar 25 17:20:05 +0000 2021,1,"RT @aartic02: I am a Proud Kejriwal Supporter ✌️ 
*AAP couldn't be Bought with Money 
*Didn't back off with Fake Fabricated Cases 
*Didn't…",tripura_aap,24,255,152,0,GNCTDBill
1437,Tue Mar 23 16:48:21 +0000 2021,1,"RT @a12sun: My heartiest tribute to legendary Idols #BhagatSingh |
#Sukhdev |
#Rajguru |
on #MartyrsDay https://t.co/3VvkYx2vV1",shivam_thakurrr,66,185,6,6,MartyrsDay
2463,Thu Mar 25 17:38:04 +0000 2021,1,"RT @Outlookindia: #WebExclusive | What exactly does the amendment in the #GNCTDBill mean for #Delhi, its elected government and the L-G? Al…",Congress20211,9,141,10,0,GNCTDBill
570,Fri Mar 26 05:53:08 +0000 2021,1,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",Lucifer34980718,0,24,4882,0,GNCTDBill
76,Sun Mar 21 14:54:13 +0000 2021,1,"RT @irshad5005: #Thalapathy songs always remained popular for quarter century now irrespective of music directors..

But #VaathiComing gett…",chris_collin_25,37,78,56,0,VaathiComing100MViews.
1637,Sun Mar 21 16:02:45 +0000 2021,0,"@MarvelStudios @disneyplus Then check out the latest episode of That Superhero Thing podcast where we break down the season premier of #FalconAndTheWinterSoldier 

Hit the links below to listen and subscribe

https://t.co/DPf8LRdY8H

https://t.co/0Apk9uPAzT https://t.co/JhS9KkMwmp",SuperheroThing,184,200,0,1,FalconAndTheWinterSoldier.
1150,Tue Mar 23 16:42:50 +0000 2021,1,"RT @JSPVeeraMahila: ""Bhagat Singh willed to die for the Nation.""

- Inspirational words by @JanaSenaParty Chief Sri. @PawanKalyan 

#शहीद_…",asandurubabu,7,5,149,0,MartyrsDay
56,Tue Mar 23 15:26:02 +0000 2021,1,RT @CartoonistSan: Old one. #MartyrsDay https://t.co/YB1GwabomT,_maybehuman,4,38,0,280,MartyrsDay
402,Fri Mar 26 07:05:45 +0000 2021,1,RT @FunMauji: .@ArvindKejriwal with the india's most powerful chief ministers. 🤣  #GNCTDBill https://t.co/qvLKH3UjGW,sumeriarupen,14,48,49,0,GNCTDBill
550,Sat Mar 20 11:33:51 +0000 2021,1,RT @RaviKum16451043: #modi_rojgar_do,Deepuku33669380,1,15,2,0,modirozgardo
162,Mon Mar 22 03:37:01 +0000 2021,1,RT @SSariolgu: . @ZackSnyder as an artist myself I congratulate you on being able to make your vision a reality! It can be frustrating when…,LazyAndroids,404,742,1,0,snyderscut.
2562,Mon Mar 22 04:07:59 +0000 2021,1,"RT @ManikJo62186158: #Mondayvibes

All Holy Scriptures Prove That
Kabir Is The Supreme God.

#MondayMorning
#WorldWaterDay https://t.co/2f5…",lord_kabir_,2092,402,2,0,WorldWaterDay.
210,Tue Mar 23 17:15:15 +0000 2021,1,"RT @KhanSir_: Bhagat Singh, Rajguru and Sukhdev laid down their lives at the age of just 23.
Salutations to their dauntless Spirit!
The 23t…",Awadhes10618247,15,40,79,0,MartyrsDay
1466,Tue Mar 23 16:47:20 +0000 2021,1,"RT @realhimanshi: Tribute to the fearless heroes 🙏🏻🙏🏻
#BhagatSingh #MartyrsDay #Sukhdev #InquilabZindabad #23March #Sukhdev #ShaheediDiwas…",KaurNotorious,90,91,274,0,MartyrsDay
1009,Wed Mar 31 15:45:58 +0000 2021,1,"RT @bay_pnyht: This is the reason why I'm using only twitter and no other social media platform.
Check here for faster update @instagramdow…",JooJungeun91,2,321,67,0,instagramdown  .
1953,Sun Mar 21 11:42:01 +0000 2021,1,"RT @Barcampghana: Topic: #Wikipedia Poetry in #Ghana Workshops Launch on World Poetry Day  

When: Mar 21, 2021 03:00 PM Greenwich Mean Tim…",SardegnaWiki,273,954,5,0,WorldPoetryDay
555,Sun Mar 21 11:45:40 +0000 2021,1,"RT @NIrawpetfoods: To celebrate World Poetry Day, here's a short poem written by Ogden Nash! 📝🐾

#WorldPoetryDay #NaturalInstinct https://t…",rajnagarkatti,279,2275,0,0,WorldPoetryDay
1867,Sun Mar 21 12:08:54 +0000 2021,1,"RT @kavishala: Poetry comes from the highest happiness or the deepest sorrow.

- Dr. A.P.J Abdul Kalam

#WorldPoetryDay",abhinav_raj07,64,250,185,0,WorldPoetryDay
224,Tue Mar 23 18:23:12 +0000 2021,1,RT @CartoonistSan: Old one. #MartyrsDay https://t.co/YB1GwabomT,kirukukiruku,151,37,340,340,MartyrsDay
854,Tue Mar 23 19:11:20 +0000 2021,1,"RT @AamAadmiParty: Delhi celebrates Freedom@75 🇮🇳

Kejriwal Govt organizes a Grand Celebration to honour #BhagatSingh on #MartyrsDay

⚡ Lig…",jvsk3,10784,1347,181,0,MartyrsDay
663,Sun Mar 21 15:59:03 +0000 2021,1,My weekend have spent well. Thrilled after watching the #SnydersCut version. Can’t wait for the next movies 🔥 https://t.co/olRw7ARpSQ,hendrakoer,65,119,0,0,snyderscut.
2302,Thu Mar 25 18:00:37 +0000 2021,1,"@ndtv @ArvindKejriwal become a power hungry man, he is still not giving his resignation. #GNCTDBill pass ho geya, ab mayor jeisa power bhi nehi raha,phir bhi ye RSS chaddi wala resign nehi karenge. And now saying @INCIndia is responsible.",Bondrana,825,730,1,0,GNCTDBill
1994,Sun Mar 21 11:39:42 +0000 2021,0,"#SundayBrunch W! @EteksWisdom 
▶️ Smooth ~ @SantanaCarlos Ft. @ThisIsRobThomas 
#WorldPoetryDay #MaskOn 😷",ClassicFM943,2101,976,0,0,WorldPoetryDay
183,Tue Mar 23 16:41:38 +0000 2021,1,"RT @MasMedi6: Tribute to the Great &amp; brave Freedom Fighters of India.🙏

#BhagatSingh #Rajguru  #शहीद_दिवस #23March #MartyrsDay #स्वतंत्रता…",Mitali_Vadgama,1,14,1,0,MartyrsDay
770,Tue Mar 23 18:10:33 +0000 2021,1,"RT @JSPVeeraMahila: ""Bhagat Singh willed to die for the Nation.""

- Inspirational words by @JanaSenaParty Chief Sri. @PawanKalyan 

#शहीद_…",shashireddy54,76,3565,159,0,MartyrsDay
1288,Wed Mar 31 06:22:55 +0000 2021,1,"RT @bay_pnyht: This is the reason why I'm using only twitter and no other social media platform.
Check here for faster update @instagramdow…",ady0885,3,352,0,0,instagramdown  .
1137,Wed Mar 31 15:43:41 +0000 2021,1,RT @Official_Heena: #instagramdown till then know God!.. https://t.co/m1zOnnYZGs,AtarSin11414284,57,60,201,201,instagramdown  .
1318,Fri Mar 26 01:51:57 +0000 2021,1,"RT @dhruv_rathee: Rajya Sabha passes the #GNCTDBill 

One single person, who did not stand for any elections, is now technically the govern…",chrismalapati,443,912,6861,0,GNCTDBill
1498,Fri Mar 26 00:04:00 +0000 2021,1,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",dyalsingh60,103,84,4882,0,GNCTDBill
515,Tue Mar 23 17:17:18 +0000 2021,1,"RT @realhimanshi: Tribute to the fearless heroes 🙏🏻🙏🏻
#BhagatSingh #MartyrsDay #Sukhdev #InquilabZindabad #23March #Sukhdev #ShaheediDiwas…",KaurKrupinder95,7,5,277,0,MartyrsDay
963,Tue Mar 23 16:22:35 +0000 2021,1,RT @CartoonistSan: Old one. #MartyrsDay https://t.co/YB1GwabomT,BajwaKanwar,57,135,296,296,MartyrsDay
2277,Thu Mar 25 18:04:08 +0000 2021,1,"RT @ndtv: Watch | With the #GNCTDBill passed in parliament, all powers now rest with the Lieutenant Governor. BJP says it will streamline g…",GuruGajewasia,21,26,62,0,GNCTDBill
685,Fri Mar 26 05:11:29 +0000 2021,1,"RT @AparBharat: While Hyper Hindus keep calling Mota Bhai was a weak man...

Mota Bhai has delivered another landmark bill #GNCTDBill

Keep…",laavaneyasharma,228,2703,284,0,GNCTDBill
1695,Tue Mar 23 16:47:35 +0000 2021,1,"The sword of revolution would have been sharp on the idea - shaheed bhagat singh

The march dedicated to martyrbhagat singh's martyrdom day where he vowed to be a guardian of his thoughts
#InquilabZindabad
#MartyrsDay
#BhagatSingh
#23MarchPakistanDay2021 https://t.co/Xp0kpHXwSa",Psu_Lalkaar,2,23,0,1,MartyrsDay
266,Tue Mar 23 18:47:03 +0000 2021,1,RT @CartoonistSan: Old one. #MartyrsDay https://t.co/YB1GwabomT,windy_sail,82,524,339,339,MartyrsDay
772,Fri Mar 26 04:45:33 +0000 2021,1,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",thakurji767,7,30,4882,0,GNCTDBill
2420,Mon Mar 22 04:07:55 +0000 2021,1,"RT @akshaykumar: To protect India's health, we must come together as one. Join me and #MissionPaani a @CNNnews18 and @harpic_india initiati…",SubhashPFC_1,315,961,447,0,WorldWaterDay.
2510,Thu Mar 25 17:32:20 +0000 2021,1,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",RajeshY82435379,285,804,4885,0,GNCTDBill
370,Tue Mar 23 16:56:46 +0000 2021,1,"Gathering at a Farmers rally dedicated to the #Martyrdom of the #MartyrsDay #23March at Singhu border broke records.

#BhagatSingh,#Sukhdev,#Rajguru

#23March_किसानों_के_साथ
#हर_किसान_Bhagat_Singh

#FarmersProtest
#SinghuBorder
#DigitalKisanMorcha
#KisanEktaMorcha
#KisanUnion https://t.co/AVVeLDyjps",kanav_bawa,65,331,0,1,MartyrsDay
1801,Mon Mar 22 03:45:52 +0000 2021,1,"RT @mohammedtay4r: I think revisiting and watching these particular moments in #SnydersCut everyday is slowly becoming a habit, and I'm NOT…",Black_Vulcan69,2569,3902,32,0,snyderscut.
486,Fri Mar 26 06:23:20 +0000 2021,1,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",SyedSADIQabbas3,16,287,4882,0,GNCTDBill
2432,Wed Mar 31 06:28:32 +0000 2021,0,"*Money is a seed. Don't eat all your seeds. plant some seeds and achieve greatness in your life financially 

Make Each Day Count✅✅

@LIND_1234 
@LIND_1234 
#cryptoart #instagramdown #BTC #Bitcoin #Brexit #Cardano #AUSpaceForum #altcoins #VisibleWomen https://t.co/wN7JgKdCrR",LIND_1234,447,577,1,1,instagramdown  .
